('aahed', '6')
('shend', '5')
('shent', '4')
('sheol', '4')
('sherd', '4')
('shere', '5')
('shero', '4')
('shets', '6')
('sheva', '4')
('shewn', '5')
('shews', '6')
('shiai', '4')
('shied', '5')
('shiel', '4')
('shier', '5')
('shies', '5')
('shift', '5')
('shill', '5')
('shily', '4')
('shims', '4')
('shine', '5')
('shins', '6')
('shiny', '5')
('ships', '5')
('shire', '4')
('shirk', '5')
('shirr', '6')
('shirs', '4')
('shirt', '4')
('shish', '6')
('shiso', '5')
('shist', '6')
('shite', '4')
('shits', '6')
('shiur', '4')
('shiva', '5')
('shive', '6')
('shivs', '6')
('shlep', '3')
('shlub', '4')
('shmek', '5')
('shmoe', '4')
('shoal', '3')
('shoat', '3')
('shock', '6')
('shoed', '4')
('shoer', '3')
('shoes', '4')
('shogi', '4')
('shogs', '6')
('shoji', '5')
('shojo', '5')
('shola', '3')
('shone', '4')
('shook', '5')
('shool', '5')
('shoon', '5')
('shoos', '5')
('shoot', '6')
('shope', '4')
('shops', '6')
('shore', '4')
('shorl', '5')
('shorn', '3')
('short', '4')
('shote', '4')
('shots', '5')
('shott', '6')
('shout', '5')
('shove', '5')
('showd', '4')
('shown', '5')
('shows', '6')
('showy', '5')
('shoyu', '5')
('shred', '5')
('shrew', '7')
('shris', '4')
('shrow', '4')
('shrub', '5')
('shrug', '4')
('shtik', '3')
('shtum', '4')
('shtup', '3')
('shuck', '4')
('shule', '4')
('shuln', '3')
('shuls', '5')
('shuns', '3')
('shunt', '3')
('shura', '5')
('shush', '5')
('shute', '3')
('shuts', '7')
('shwas', '6')
('shyer', '6')
('shyly', '4')
('sials', '4')
('sibbs', '5')
('sibyl', '4')
('sices', '5')
('sicht', '4')
('sicko', '4')
('sicks', '6')
('sicky', '4')
('sidas', '5')
('sided', '5')
('sider', '3')
('sides', '6')
('sidha', '4')
('sidhe', '3')
('sidle', '3')
('siege', '4')
('sield', '3')
('siens', '4')
('sient', '3')
('sieth', '4')
('sieur', '3')
('sieve', '5')
('sifts', '5')
('sighs', '5')
('sight', '5')
('sigil', '4')
('sigla', '4')
('sigma', '3')
('signa', '3')
('signs', '3')
('sijos', '7')
('sikas', '5')
('siker', '4')
('sikes', '10')
('silds', '6')
('siled', '4')
('silen', '3')
('siler', '3')
('siles', '6')
('silex', '5')
('silks', '6')
('silky', '4')
('sills', '12')
('silly', '5')
('silos', '7')
('silts', '8')
('silty', '3')
('silva', '3')
('simar', '3')
('simas', '5')
('simba', '4')
('simis', '6')
('simps', '5')
('simul', '3')
('since', '3')
('sinds', '7')
('sined', '3')
('sines', '11')
('sinew', '4')
('singe', '4')
('sings', '8')
('sinhs', '5')
('sinks', '9')
('sinky', '4')
('sinus', '4')
('siped', '4')
('sipes', '6')
('sippy', '5')
('sired', '4')
('siree', '5')
('siren', '3')
('sires', '7')
('sirih', '4')
('siris', '5')
('siroc', '2')
('sirra', '3')
('sirup', '3')
('sisal', '4')
('sises', '9')
('sissy', '6')
('sista', '4')
('sists', '11')
('sitar', '3')
('sited', '3')
('sites', '10')
('sithe', '3')
('sitka', '3')
('situp', '3')
('situs', '4')
('siver', '5')
('sixer', '7')
('sixes', '8')
('sixmo', '5')
('sixte', '3')
('sixth', '4')
('sixty', '4')
('sizar', '4')
('sized', '6')
('sizel', '4')
('sizer', '6')
('sizes', '7')
('skags', '6')
('skail', '6')
('skald', '6')
('skank', '7')
('skart', '7')
('skate', '4')
('skats', '7')
('skatt', '6')
('skaws', '7')
('skean', '5')
('skear', '7')
('skeds', '5')
('skeed', '5')
('skeef', '6')
('skeen', '6')
('skeer', '7')
('skees', '6')
('skeet', '5')
('skegg', '4')
('skegs', '6')
('skein', '4')
('skelf', '6')
('skell', '7')
('skelm', '5')
('skelp', '4')
('skene', '4')
('skens', '5')
('skeos', '5')
('skeps', '7')
('skers', '7')
('skets', '7')
('skews', '7')
('skids', '5')
('skied', '6')
('skier', '6')
('skies', '6')
('skiey', '4')
('skiff', '6')
('skill', '6')
('skimo', '4')
('skimp', '5')
('skims', '6')
('skink', '6')
('skins', '7')
('skint', '4')
('skios', '4')
('skips', '5')
('skirl', '4')
('skirr', '5')
('skirt', '6')
('skite', '6')
('skits', '8')
('skive', '6')
('skivy', '5')
('sklim', '4')
('skoal', '4')
('skody', '4')
('skoff', '6')
('skogs', '6')
('skols', '4')
('skool', '6')
('skort', '6')
('skosh', '5')
('skran', '5')
('skrik', '4')
('skuas', '5')
('skugs', '5')
('skulk', '6')
('skull', '5')
('skunk', '4')
('skyed', '5')
('skyer', '7')
('skyey', '5')
('skyfs', '4')
('skyre', '6')
('skyrs', '4')
('skyte', '5')
('slabs', '7')
('slack', '4')
('slade', '3')
('slaes', '5')
('slags', '7')
('slaid', '3')
('slain', '3')
('slake', '4')
('slams', '7')
('slane', '2')
('slang', '5')
('slank', '4')
('slant', '3')
('slaps', '6')
('slart', '3')
('slash', '5')
('slate', '2')
('slats', '6')
('slaty', '3')
('slave', '5')
('slaws', '8')
('slays', '7')
('slebs', '6')
('sleds', '5')
('sleek', '5')
('sleep', '4')
('sleer', '4')
('sleet', '4')
('slept', '4')
('slews', '7')
('sleys', '7')
('slice', '4')
('slick', '6')
('slide', '3')
('slier', '3')
('slily', '5')
('slime', '5')
('slims', '6')
('slimy', '4')
('sling', '6')
('slink', '5')
('slipe', '3')
('slips', '6')
('slipt', '3')
('slish', '5')
('slits', '6')
('slive', '6')
('sloan', '3')
('slobs', '6')
('sloes', '3')
('slogs', '7')
('sloid', '3')
('slojd', '5')
('slomo', '4')
('sloom', '5')
('sloop', '4')
('sloot', '4')
('slope', '3')
('slops', '6')
('slopy', '3')
('slorm', '4')
('slosh', '5')
('sloth', '4')
('slots', '6')
('slove', '4')
('slows', '7')
('sloyd', '4')
('slubb', '5')
('slubs', '5')
('slued', '3')
('slues', '7')
('sluff', '6')
('slugs', '6')
('sluit', '3')
('slump', '4')
('slums', '6')
('slung', '5')
('slunk', '4')
('slurb', '4')
('slurp', '3')
('slurs', '4')
('sluse', '4')
('slush', '4')
('sluts', '5')
('slyer', '5')
('slyly', '4')
('slype', '4')
('smaak', '4')
('smack', '4')
('smaik', '4')
('small', '6')
('smalm', '7')
('smalt', '6')
('smarm', '7')
('smart', '5')
('smash', '5')
('smaze', '5')
('smear', '6')
('smeek', '5')
('smees', '6')
('smeik', '4')
('smeke', '5')
('smell', '5')
('smelt', '5')
('smerk', '5')
('smews', '6')
('smile', '4')
('smirk', '6')
('smirr', '5')
('smirs', '4')
('smite', '5')
('smith', '4')
('smits', '5')
('smock', '5')
('smogs', '5')
('smoke', '5')
('smoko', '5')
('smoky', '4')
('smolt', '3')
('smoor', '5')
('smoot', '5')
('smore', '6')
('smorg', '5')
('smote', '3')
('smout', '4')
('smowt', '6')
('smugs', '5')
('smurs', '6')
('smush', '4')
('smuts', '5')
('snabs', '6')
('snack', '5')
('snafu', '5')
('snags', '5')
('snail', '3')
('snake', '3')
('snaky', '4')
('snaps', '5')
('snare', '3')
('snarf', '5')
('snark', '4')
('snarl', '3')
('snars', '5')
('snary', '3')
('snash', '6')
('snath', '4')
('snaws', '7')
('snead', '4')
('sneak', '5')
('sneap', '4')
('snebs', '5')
('sneck', '4')
('sneds', '4')
('sneed', '5')
('sneer', '5')
('snees', '6')
('snell', '4')
('snibs', '5')
('snick', '5')
('snide', '3')
('snies', '4')
('sniff', '6')
('snift', '4')
('snigs', '4')
('snipe', '5')
('snips', '3')
('snipy', '4')
('snirt', '3')
('snits', '6')
('snobs', '6')
('snods', '4')
('snoek', '4')
('snoep', '3')
('snogs', '5')
('snoke', '4')
('snood', '4')
('snook', '5')
('snool', '5')
('snoop', '4')
('snoot', '5')
('snore', '3')
('snort', '3')
('snots', '5')
('snout', '4')
('snowk', '4')
('snows', '7')
('snowy', '4')
('snubs', '5')
('snuck', '4')
('snuff', '5')
('snugs', '4')
('snush', '4')
('snyes', '6')
('soaks', '5')
('soaps', '5')
('soapy', '3')
('soare', '2')
('soars', '5')
('soave', '3')
('sobas', '5')
('sober', '3')
('socas', '4')
('soces', '4')
('socko', '4')
('socks', '8')
('socle', '3')
('sodas', '4')
('soddy', '4')
('sodic', '3')
('sodom', '3')
('sofar', '5')
('sofas', '6')
('softa', '4')
('softs', '7')
('softy', '4')
('soger', '4')
('soggy', '6')
('sohur', '3')
('soils', '7')
('soily', '3')
('sojas', '7')
('sojus', '7')
('sokah', '3')
('soken', '3')
('sokes', '8')
('sokol', '4')
('solah', '3')
('solan', '2')
('solar', '2')
('solas', '7')
('solde', '2')
('soldi', '3')
('soldo', '3')
('solds', '8')
('soled', '3')
('solei', '2')
('soler', '2')
('soles', '10')
('solid', '2')
('solon', '4')
('solos', '9')
('solum', '3')
('solus', '5')
('solve', '3')
('soman', '3')
('somas', '6')
('sonar', '3')
('sonce', '3')
('sonde', '3')
('sones', '8')
('songs', '8')
('sonic', '3')
('sonly', '3')
('sonne', '5')
('sonny', '5')
('sonse', '4')
('sonsy', '4')
('sooey', '5')
('sooks', '7')
('sooky', '5')
('soole', '5')
('sools', '11')
('sooms', '6')
('soops', '7')
('soote', '5')
('sooth', '5')
('soots', '10')
('sooty', '5')
('sophs', '5')
('sophy', '4')
('sopor', '4')
('soppy', '4')
('sopra', '3')
('soral', '2')
('soras', '8')
('sorbo', '5')
('sorbs', '7')
('sorda', '3')
('sordo', '3')
('sords', '6')
('sored', '3')
('soree', '4')
('sorel', '2')
('sorer', '5')
('sores', '11')
('sorex', '6')
('sorgo', '4')
('sorns', '7')
('sorra', '4')
('sorry', '4')
('sorta', '2')
('sorts', '6')
('sorus', '6')
('soths', '7')
('sotol', '4')
('souce', '4')
('souct', '3')
('sough', '4')
('souks', '8')
('souls', '5')
('soums', '4')
('sound', '3')
('soups', '5')
('soupy', '3')
('sours', '8')
('souse', '4')
('south', '3')
('souts', '8')
('sowar', '4')
('sowce', '5')
('sowed', '4')
('sower', '5')
('sowff', '5')
('sowfs', '7')
('sowle', '4')
('sowls', '10')
('sowms', '5')
('sownd', '4')
('sowne', '4')
('sowps', '6')
('sowse', '5')
('sowth', '4')
('soyas', '6')
('soyle', '6')
('soyuz', '4')
('sozin', '4')
('space', '6')
('spacy', '5')
('spade', '5')
('spado', '4')
('spaed', '2')
('spaer', '3')
('spaes', '4')
('spags', '7')
('spahi', '5')
('spail', '4')
('spain', '3')
('spait', '3')
('spake', '7')
('spald', '4')
('spale', '3')
('spall', '6')
('spalt', '5')
('spams', '5')
('spane', '3')
('spang', '4')
('spank', '5')
('spans', '4')
('spard', '5')
('spare', '5')
('spark', '6')
('spars', '7')
('spart', '4')
('spasm', '6')
('spate', '3')
('spats', '6')
('spaul', '5')
('spawl', '6')
('spawn', '4')
('spaws', '8')
('spayd', '5')
('spays', '6')
('spaza', '6')
('spazz', '6')
('speak', '4')
('speal', '4')
('spean', '4')
('spear', '5')
('speat', '3')
('speck', '5')
('specs', '5')
('spect', '5')
('speed', '4')
('speel', '4')
('speer', '5')
('speil', '3')
('speir', '4')
('speks', '6')
('speld', '4')
('spelk', '4')
('spell', '4')
('spelt', '5')
('spend', '4')
('spent', '5')
('speos', '4')
('sperm', '4')
('spets', '3')
('speug', '4')
('spews', '7')
('spewy', '4')
('spial', '3')
('spica', '4')
('spice', '4')
('spick', '5')
('spics', '5')
('spicy', '4')
('spide', '4')
('spied', '4')
('spiel', '3')
('spier', '4')
('spies', '4')
('spiff', '5')
('spifs', '6')
('spike', '5')
('spiks', '5')
('spiky', '5')
('spile', '4')
('spill', '4')
('spilt', '4')
('spims', '5')
('spina', '4')
('spine', '4')
('spink', '5')
('spins', '4')
('spiny', '4')
('spire', '3')
('spirt', '5')
('spiry', '3')
('spite', '3')
('spits', '7')
('spitz', '4')
('spivs', '7')
('splat', '3')
('splay', '3')
('split', '3')
('splog', '4')
('spode', '3')
('spods', '4')
('spoil', '3')
('spoke', '5')
('spoof', '6')
('spook', '5')
('spool', '4')
('spoom', '4')
('spoon', '4')
('spoor', '4')
('spoot', '4')
('spore', '3')
('spork', '5')
('sport', '5')
('sposh', '4')
('spots', '4')
('spout', '3')
('sprad', '5')
('sprag', '7')
('sprat', '4')
('spray', '6')
('spred', '6')
('spree', '5')
('sprew', '6')
('sprig', '3')
('sprit', '2')
('sprod', '3')
('sprog', '4')
('sprue', '4')
('sprug', '5')
('spuds', '4')
('spued', '3')
('spuer', '5')
('spues', '5')
('spugs', '4')
('spule', '4')
('spume', '4')
('spumy', '4')
('spunk', '3')
('spurn', '3')
('spurs', '5')
('spurt', '3')
('sputa', '4')
('spyal', '4')
('spyre', '4')
('squab', '5')
('squad', '4')
('squat', '4')
('squaw', '6')
('squeg', '4')
('squib', '3')
('squid', '3')
('squit', '4')
('squiz', '4')
('stabs', '7')
('stack', '6')
('stade', '4')
('staff', '7')
('stage', '5')
('stags', '5')
('stagy', '4')
('staid', '4')
('staig', '5')
('stain', '3')
('stair', '3')
('stake', '6')
('stale', '3')
('stalk', '4')
('stall', '5')
('stamp', '6')
('stand', '4')
('stane', '3')
('stang', '6')
('stank', '5')
('staph', '5')
('staps', '4')
('stare', '3')
('stark', '5')
('starn', '4')
('starr', '4')
('stars', '4')
('start', '9')
('stash', '3')
('state', '5')
('stats', '9')
('staun', '4')
('stave', '7')
('staws', '8')
('stays', '6')
('stead', '5')
('steak', '7')
('steal', '4')
('steam', '6')
('stean', '4')
('stear', '3')
('stedd', '6')
('stede', '5')
('steds', '5')
('steed', '4')
('steek', '8')
('steel', '4')
('steem', '6')
('steen', '5')
('steep', '7')
('steer', '3')
('steil', '4')
('stein', '4')
('stela', '4')
('stele', '4')
('stell', '5')
('steme', '4')
('stems', '4')
('stend', '5')
('steno', '4')
('stens', '4')
('stent', '7')
('steps', '3')
('stept', '6')
('stere', '5')
('stern', '4')
('stets', '8')
('stews', '7')
('stewy', '5')
('steys', '6')
('stich', '5')
('stick', '5')
('stied', '4')
('sties', '3')
('stiff', '6')
('stilb', '4')
('stile', '3')
('still', '5')
('stilt', '4')
('stime', '5')
('stims', '3')
('stimy', '4')
('sting', '5')
('stink', '4')
('stint', '5')
('stipa', '4')
('stipe', '4')
('stire', '3')
('stirk', '4')
('stirp', '3')
('stirs', '3')
('stive', '6')
('stivy', '5')
('stoae', '4')
('stoai', '3')
('stoas', '3')
('stoat', '4')
('stobs', '4')
('stock', '6')
('stoep', '3')
('stogy', '4')
('stoic', '3')
('stoit', '3')
('stoke', '6')
('stole', '3')
('stoln', '3')
('stoma', '4')
('stomp', '4')
('stond', '4')
('stone', '4')
('stong', '7')
('stonk', '6')
('stonn', '6')
('stony', '5')
('stood', '5')
('stook', '6')
('stool', '4')
('stoop', '5')
('stoor', '4')
('stope', '5')
('stops', '3')
('stopt', '5')
('store', '3')
('stork', '6')
('storm', '5')
('story', '4')
('stoss', '6')
('stots', '8')
('stott', '7')
('stoun', '4')
('stoup', '3')
('stour', '4')
('stout', '7')
('stove', '7')
('stown', '5')
('stowp', '6')
('stows', '5')
('strad', '4')
('strae', '2')
('strag', '8')
('strak', '7')
('strap', '6')
('straw', '9')
('stray', '5')
('strep', '2')
('strew', '3')
('stria', '3')
('strig', '4')
('strim', '3')
('strip', '3')
('strop', '3')
('strow', '4')
('stroy', '3')
('strum', '4')
('strut', '3')
('stubs', '5')
('stuck', '5')
('stude', '4')
('studs', '3')
('study', '4')
('stuff', '6')
('stull', '5')
('stulm', '4')
('stumm', '5')
('stump', '4')
('stums', '4')
('stung', '5')
('stunk', '4')
('stuns', '3')
('stunt', '4')
('stupa', '5')
('stupe', '3')
('sture', '4')
('sturt', '4')
('styed', '5')
('styes', '4')
('style', '5')
('styli', '4')
('stylo', '4')
('styme', '5')
('stymy', '4')
('styre', '6')
('styte', '6')
('suave', '4')
('subah', '4')
('subas', '5')
('subby', '4')
('suber', '5')
('subha', '4')
('succi', '5')
('sucks', '8')
('sucky', '4')
('sucre', '4')
('sudds', '5')
('sudor', '3')
('sudsy', '3')
('suede', '4')
('suent', '3')
('suers', '6')
('suete', '3')
('suets', '5')
('suety', '3')
('sugan', '3')
('sugar', '4')
('sughs', '5')
('sugos', '6')
('suhur', '4')
('suids', '5')
('suing', '3')
('suint', '3')
('suite', '2')
('suits', '5')
('sujee', '4')
('sukhs', '5')
('sukuk', '4')
('sulci', '3')
('sulfa', '4')
('sulfo', '3')
('sulks', '7')
('sulky', '3')
('sully', '4')
('sulph', '4')
('sulus', '8')
('sumac', '3')
('sumis', '5')
('summa', '4')
('sumos', '5')
('sumph', '4')
('sumps', '8')
('sunis', '4')
('sunks', '7')
('sunna', '4')
('sunns', '4')
('sunny', '4')
('sunup', '4')
('super', '4')
('supes', '5')
('supra', '4')
('surah', '3')
('sural', '3')
('suras', '6')
('surat', '3')
('surds', '7')
('sured', '4')
('surer', '5')
('sures', '7')
('surfs', '7')
('surfy', '5')
('surge', '3')
('surgy', '4')
('surly', '3')
('surra', '4')
('sused', '4')
('suses', '8')
('sushi', '4')
('susus', '6')
('sutor', '3')
('sutra', '4')
('sutta', '4')
('swabs', '8')
('swack', '7')
('swads', '5')
('swage', '7')
('swags', '7')
('swail', '7')
('swain', '4')
('swale', '6')
('swaly', '6')
('swami', '4')
('swamp', '5')
('swamy', '4')
('swang', '5')
('swank', '6')
('swans', '7')
('swaps', '6')
('swapt', '4')
('sward', '6')
('sware', '8')
('swarf', '7')
('swarm', '6')
('swart', '8')
('swash', '6')
('swath', '5')
('swats', '8')
('swayl', '5')
('sways', '7')
('sweal', '5')
('swear', '8')
('sweat', '5')
('swede', '5')
('sweed', '6')
('sweel', '6')
('sweep', '5')
('sweer', '8')
('swees', '7')
('sweet', '6')
('sweir', '5')
('swell', '8')
('swelt', '6')
('swept', '5')
('swerf', '6')
('sweys', '7')
('swies', '7')
('swift', '6')
('swigs', '5')
('swile', '5')
('swill', '7')
('swims', '7')
('swine', '7')
('swing', '4')
('swink', '5')
('swipe', '6')
('swire', '5')
('swirl', '5')
('swish', '5')
('swiss', '6')
('swith', '5')
('swits', '9')
('swive', '7')
('swizz', '6')
('swobs', '4')
('swole', '4')
('swoln', '4')
('swoon', '6')
('swoop', '5')
('swops', '6')
('swopt', '4')
('sword', '4')
('swore', '7')
('sworn', '5')
('swots', '7')
('swoun', '4')
('swung', '4')
('sybbe', '5')
('sybil', '3')
('syboe', '5')
('sybow', '5')
('sycee', '5')
('syces', '5')
('sycon', '3')
('syens', '5')
('syker', '7')
('sykes', '7')
('sylis', '4')
('sylph', '4')
('sylva', '4')
('symar', '4')
('synch', '4')
('syncs', '4')
('synds', '5')
('syned', '4')
('synes', '5')
('synod', '3')
('synth', '4')
('syped', '4')
('sypes', '7')
('syphs', '4')
('syrah', '4')
('syren', '4')
('syrup', '4')
('sysop', '4')
('sythe', '4')
('syver', '8')
('taals', '3')
('taata', '7')
('tabby', '4')
('taber', '5')
('tabes', '6')
('tabid', '3')
('tabis', '5')
('tabla', '4')
('table', '2')
('taboo', '3')
('tabor', '3')
('tabun', '4')
('tabus', '6')
('tacan', '5')
('taces', '4')
('tacet', '5')
('tache', '5')
('tacho', '4')
('tachs', '4')
('tacit', '4')
('tacks', '5')
('tacky', '4')
('tacos', '3')
('tacts', '6')
('taels', '2')
('taffy', '7')
('tafia', '5')
('taggy', '6')
('tagma', '5')
('tahas', '5')
('tahrs', '2')
('taiga', '4')
('taigs', '4')
('taiko', '3')
('tails', '2')
('tains', '3')
('taint', '4')
('taira', '3')
('taish', '2')
('taits', '5')
('tajes', '11')
('takas', '6')
('taken', '3')
('taker', '6')
('takes', '7')
('takhi', '5')
('takin', '4')
('takis', '6')
('takky', '5')
('talak', '5')
('talaq', '6')
('talar', '4')
('talas', '6')
('talcs', '4')
('talcy', '3')
('talea', '4')
('taler', '2')
('tales', '2')
('talks', '5')
('talky', '4')
('talls', '4')
('tally', '5')
('talma', '6')
('talon', '2')
('talpa', '5')
('taluk', '4')
('talus', '3')
('tamal', '4')
('tamed', '3')
('tamer', '3')
('tames', '3')
('tamin', '3')
('tamis', '3')
('tammy', '5')
('tamps', '6')
('tanas', '7')
('tanga', '5')
('tangi', '3')
('tango', '3')
('tangs', '6')
('tangy', '4')
('tanhs', '4')
('tanka', '5')
('tanks', '5')
('tanky', '4')
('tanna', '5')
('tansy', '3')
('tanti', '4')
('tanto', '4')
('tanty', '5')
('tapas', '6')
('taped', '3')
('tapen', '2')
('taper', '4')
('tapes', '5')
('tapet', '4')
('tapir', '2')
('tapis', '4')
('tappa', '6')
('tapus', '5')
('taras', '5')
('tardo', '2')
('tardy', '3')
('tared', '2')
('tares', '1')
('targa', '4')
('targe', '2')
('tarns', '3')
('taroc', '3')
('tarok', '4')
('taros', '2')
('tarot', '5')
('tarps', '4')
('tarre', '3')
('tarry', '4')
('tarsi', '2')
('tarts', '6')
('tarty', '3')
('tasar', '2')
('tased', '2')
('taser', '2')
('tases', '8')
('tasks', '7')
('tassa', '5')
('tasse', '3')
('tasso', '4')
('taste', '3')
('tasty', '3')
('tatar', '5')
('tater', '8')
('tates', '9')
('taths', '5')
('tatie', '4')
('tatou', '4')
('tatts', '8')
('tatty', '8')
('tatus', '7')
('taube', '3')
('tauld', '3')
('taunt', '5')
('tauon', '3')
('taupe', '4')
('tauts', '6')
('tavah', '6')
('tavas', '8')
('taver', '9')
('tawai', '5')
('tawas', '7')
('tawed', '4')
('tawer', '7')
('tawie', '3')
('tawny', '4')
('tawse', '2')
('tawts', '7')
('taxed', '5')
('taxer', '10')
('taxes', '10')
('taxis', '7')
('taxol', '3')
('taxon', '4')
('taxor', '4')
('taxus', '8')
('tayra', '3')
('tazza', '8')
('tazze', '6')
('teach', '4')
('teade', '3')
('teads', '3')
('teaed', '3')
('teaks', '5')
('teals', '2')
('teams', '4')
('tears', '2')
('teary', '2')
('tease', '3')
('teats', '6')
('teaze', '4')
('techs', '6')
('techy', '4')
('tecta', '4')
('teddy', '4')
('teels', '4')
('teems', '6')
('teend', '4')
('teene', '4')
('teens', '4')
('teeny', '4')
('teers', '4')
('teeth', '5')
('teffs', '8')
('teggs', '5')
('tegua', '3')
('tegus', '4')
('tehrs', '3')
('teiid', '4')
('teils', '3')
('teind', '3')
('teins', '3')
('telae', '3')
('telco', '3')
('teles', '5')
('telex', '3')
('telia', '2')
('telic', '3')
('tells', '3')
('telly', '3')
('teloi', '3')
('telos', '2')
('temed', '6')
('temes', '6')
('tempi', '4')
('tempo', '4')
('temps', '5')
('tempt', '5')
('temse', '4')
('tench', '4')
('tends', '4')
('tendu', '3')
('tenes', '6')
('tenet', '6')
('tenge', '5')
('tenia', '3')
('tenne', '6')
('tenno', '4')
('tenny', '6')
('tenon', '4')
('tenor', '3')
('tense', '3')
('tenth', '5')
('tents', '5')
('tenty', '5')
('tenue', '4')
('tepal', '3')
('tepas', '3')
('tepee', '6')
('tepid', '3')
('tepoy', '3')
('terai', '2')
('teras', '2')
('terce', '5')
('terek', '4')
('teres', '4')
('terfe', '6')
('terfs', '4')
('terga', '3')
('terms', '3')
('terne', '4')
('terns', '2')
('terra', '4')
('terry', '3')
('terse', '3')
('terts', '5')
('tesla', '2')
('testa', '3')
('teste', '3')
('tests', '7')
('testy', '3')
('tetes', '7')
('teths', '7')
('tetra', '3')
('tetri', '4')
('teuch', '4')
('teugh', '5')
('tewed', '7')
('tewel', '3')
('tewit', '4')
('texas', '4')
('texes', '8')
('texts', '8')
('thack', '5')
('thagi', '4')
('thaim', '3')
('thale', '3')
('thali', '3')
('thana', '4')
('thane', '4')
('thang', '5')
('thank', '4')
('thans', '5')
('thanx', '6')
('tharm', '4')
('thars', '3')
('thaws', '4')
('thawy', '4')
('thebe', '5')
('theca', '4')
('theed', '7')
('theek', '4')
('thees', '7')
('theft', '5')
('thegn', '4')
('theic', '5')
('thein', '4')
('their', '3')
('thelf', '4')
('thema', '3')
('theme', '4')
('thens', '3')
('theow', '4')
('there', '4')
('therm', '4')
('these', '4')
('thesp', '3')
('theta', '5')
('thete', '6')
('thews', '4')
('thewy', '4')
('thick', '5')
('thief', '3')
('thigh', '5')
('thigs', '4')
('thilk', '4')
('thill', '5')
('thine', '3')
('thing', '5')
('think', '4')
('thins', '3')
('thiol', '3')
('third', '3')
('thirl', '3')
('thoft', '4')
('thole', '3')
('tholi', '3')
('thong', '3')
('thorn', '3')
('thoro', '5')
('thorp', '4')
('those', '3')
('thous', '3')
('thowl', '3')
('thrae', '3')
('thraw', '3')
('three', '3')
('threw', '4')
('thrid', '3')
('thrip', '4')
('throb', '4')
('throe', '2')
('throw', '4')
('thrum', '4')
('thuds', '4')
('thugs', '4')
('thuja', '5')
('thumb', '4')
('thump', '4')
('thunk', '3')
('thurl', '3')
('thuya', '4')
('thyme', '4')
('thymi', '3')
('thymy', '4')
('tians', '3')
('tiara', '4')
('tiars', '2')
('tibia', '4')
('tical', '4')
('ticca', '4')
('ticed', '5')
('tices', '6')
('tichy', '4')
('ticks', '5')
('ticky', '5')
('tidal', '3')
('tiddy', '3')
('tided', '6')
('tides', '4')
('tiers', '2')
('tiffs', '7')
('tifos', '3')
('tifts', '6')
('tiger', '5')
('tiges', '7')
('tight', '5')
('tigon', '4')
('tikas', '4')
('tikes', '8')
('tikis', '6')
('tikka', '5')
('tilak', '3')
('tilde', '3')
('tiled', '3')
('tiler', '3')
('tiles', '3')
('tills', '3')
('tilly', '4')
('tilth', '5')
('tilts', '3')
('timbo', '4')
('timed', '4')
('timer', '4')
('times', '5')
('timid', '4')
('timon', '3')
('timps', '4')
('tinas', '3')
('tinct', '4')
('tinds', '3')
('tinea', '2')
('tined', '3')
('tines', '3')
('tinge', '3')
('tings', '4')
('tinks', '5')
('tinny', '5')
('tints', '6')
('tinty', '4')
('tipis', '5')
('tippy', '4')
('tipsy', '3')
('tired', '2')
('tires', '3')
('tirls', '3')
('tiros', '2')
('tirrs', '4')
('titan', '3')
('titch', '5')
('titer', '6')
('tithe', '4')
('titis', '7')
('title', '3')
('titre', '3')
('titty', '5')
('titup', '4')
('tiyin', '4')
('tiyns', '4')
('tizes', '9')
('tizzy', '6')
('toads', '3')
('toady', '3')
('toast', '2')
('toaze', '4')
('tocks', '5')
('tocky', '4')
('tocos', '6')
('today', '3')
('todde', '6')
('toddy', '3')
('toeas', '3')
('toffs', '9')
('toffy', '8')
('tofts', '9')
('tofus', '4')
('togae', '3')
('togas', '3')
('toged', '5')
('toges', '6')
('togue', '3')
('tohos', '5')
('toile', '2')
('toils', '2')
('toing', '3')
('toise', '2')
('toits', '3')
('tokay', '4')
('toked', '7')
('token', '4')
('toker', '5')
('tokes', '7')
('tokos', '6')
('tolan', '3')
('tolar', '2')
('tolas', '2')
('toled', '2')
('toles', '2')
('tolls', '4')
('tolly', '3')
('tolts', '4')
('tolus', '3')
('tolyl', '4')
('toman', '3')
('tombs', '6')
('tomes', '4')
('tomia', '4')
('tommy', '6')
('tomos', '7')
('tonal', '2')
('tondi', '2')
('tondo', '3')
('toned', '3')
('toner', '2')
('tones', '3')
('toney', '3')
('tonga', '3')
('tongs', '5')
('tonic', '3')
('tonka', '4')
('tonks', '4')
('tonne', '4')
('tonus', '4')
('tools', '3')
('tooms', '7')
('toons', '5')
('tooth', '5')
('toots', '8')
('topaz', '4')
('toped', '4')
('topee', '4')
('topek', '5')
('toper', '3')
('topes', '5')
('tophe', '5')
('tophi', '3')
('tophs', '4')
('topic', '3')
('topis', '3')
('topoi', '4')
('topos', '5')
('toppy', '7')
('toque', '4')
('torah', '3')
('toran', '2')
('toras', '2')
('torch', '3')
('torcs', '4')
('tores', '2')
('toric', '2')
('torii', '3')
('toros', '4')
('torot', '3')
('torrs', '6')
('torse', '2')
('torsi', '2')
('torsk', '3')
('torso', '4')
('torta', '3')
('torte', '3')
('torts', '5')
('torus', '3')
('tosas', '4')
